tsale,sales,margin,nown,nfull,npart,naux,hoursw,hourspw,inv1,inv2,ssize,start
1926395,5665.868,21,3,1.9556,1.2833,1.3673,120,15.7766,65000,80000,340,2000
301133,5018.883,35,1.2228,1,1.2833,1.3673,40,8.207822,22207.04,22859.85,60,2006
196065,3267.75,31,1,1.9556,1,1.3673,80,15.0294,22207.04,22859.85,60,1970
1100000,5238.095,42,1,3,2.0741,1,137,19.36642,62269.23,16000,210,1985
50000,3125,30,1,1.9556,1.2833,1.3673,40,7.134958,22207.04,22859.85,16,1953
495340,8255.667,38,1,1.9556,1.2833,1.3673,52,9.275445,22207.04,22859.85,60,1958
694227,6942.27,42,2,1,1.5946,1.5357,137,22.34801,17166.67,27177.04,100,2010
1000000,7692.308,44,1,2,2.2222,2,138,19.10775,292857.2,71570.55,130,1965
797825,3989.125,42,1,2.2656,1,2,94,15.00255,62269.23,1900,200,1974
1413502,11129.94,41,1,4,2.0741,2,204,22.48157,12000,3400,127,1971
355724,5081.771,39,1,1.9556,1.2833,1,57,10.88015,22207.04,22859.85,70,1983
777042,3885.21,40,1,1,1,1.3333,115,26.53867,62269.23,16624.89,200,1968
495340,5503.778,42,1,2.2656,2.0741,1.3333,104,15.58519,62269.23,16624.89,90,1985
775000,4078.947,40,1,1,1,2,125,25,150000,50000,190,1975
1000000,10000,41,1,2,1.2833,1,149,28.20207,22207.04,22859.85,100,1996
694227,6311.155,39,1,2,1.2833,1.3673,136,24.06824,22207.04,30000,110,1977
480000,10666.67,38,1,1.9556,1.2833,1.3673,104,18.55089,22207.04,22859.85,45,1964
188790,3933.125,39,1,1.9556,1.2833,1.3673,60,10.70244,22207.04,22859.85,48,2005
575000,4107.143,35,1,1,2.0741,1.3333,70,12.94522,62269.23,16624.89,140,2011
976817,3907.268,33,1,1,1.5946,3,122,18.49998,17166.67,27177.04,250,1970
725000,3625,36,1,1.9231,1.5946,2,112,17.18398,17166.67,27177.04,200,1989
650000,6500,38,1,2.2656,1,1.3333,70,12.50246,62269.23,5000,100,2003
976817,4440.077,37,1,1.9231,1.5946,2,113,17.3374,17166.67,5000,220,1990
1100000,6111.111,39,1,2,1.2833,1.3673,125,22.12154,22207.04,22859.85,180,2015
495340,7393.134,44,2,1.9556,1.2833,1.3673,80,12.10984,5000,22859.85,67,1986
375000,11718.75,44,2,1.9556,1.2833,1,104,16.66961,22207.04,22859.85,32,1964
400000,3333.333,40,1,1.9231,1,1.5357,75,13.73928,20000,27177.04,120,1953
495340,4503.091,39,1,2.2656,2.0741,1.3333,65,9.740746,62269.23,15000,110,1981
1400000,5384.615,42,1,4,2,3,279,27.9,10000,5000,260,2007
495340,6191.75,33,1.2228,1,1,1.3673,55,11.98231,22207.04,5000,80,1949
694227,6942.27,33,2,2.2656,2.0741,1.3333,104,13.55402,62269.23,16624.89,100,1957
694227,4958.764,44,1,1.9231,1.5946,1.5357,72,11.89414,17166.67,27177.04,140,2007
525000,10937.5,40,1,1.9556,1.2833,1.3673,60,10.70244,22207.04,22859.85,48,1965
425000,2500,39,2,1.9556,1,1.3673,82,12.96873,22207.04,22859.85,170,1999
1450000,3222.222,47,1,3,1,1.4091,224,34.95031,292857.2,2.00E+05,450,1983
655965,5963.318,42,1,2.2656,1,1,84,15.9526,62269.23,6000,110,1956
600000,10000,34,2,1.9556,1.2833,1.3673,120,18.16475,22207.04,150000,60,2013
300000,5000,34,1,1.9556,1.2833,1.3673,69,12.3078,22207.04,1000,60,1986
301133,5018.883,33,1,1.9556,1.2833,1.3673,45,8.026828,22207.04,22859.85,60,1984
694227,7713.633,38,2,1.9556,1.2833,1.3673,50,7.568648,47880,78868,90,2012
1286703,3216.758,39,1,4,1,1,228,32.57143,17166.67,27177.04,400,1995
500000,8333.333,28,2,1.9556,1.2833,1.3673,144,21.7977,1500,22859.85,60,2006
650000,7647.059,39,1,1.9556,1.2833,2,100,16.02847,5000,10000,85,1950
950000,5277.778,42,2,1.9231,2,1,198,28.59991,17166.67,27177.04,180,2008
930000,8086.957,43,2,1,1.2833,1.3673,150,26.54585,10000,22859.85,115,1966
565400,14135,44,1,3,2.0741,1.3333,167,22.54502,62269.23,5000,40,1945
634245,7047.167,36,1,1,1,1,127,31.75,22207.04,15000,90,1980
946412,5061.027,38,1,1,1.2833,1.3673,160,34.40416,22207.04,7500,187,1959
1700000,4473.684,40,1,5,5,1,118,9.833333,17166.67,10000,380,2012
605000,4033.333,37,1,1,2,1.3673,152,28.31964,22207.04,22859.85,150,1971
395000,4157.895,37,1,1.9556,1.2833,1.3673,78,13.91317,22207.04,22859.85,95,1983
1800000,5000,46,1,3,1,1.4091,192,29.95741,292857.2,71570.55,360,1996
2000000,8510.639,38,2,3,3,3,294,26.72727,17166.67,1.00E+05,235,2008
1086835,9880.318,38,1,2,1,2,168,28,20000,22859.85,110,1975
1200000,8000,45,1,1,1,1.3673,124,28.39283,22207.04,22859.85,150,1981
1518000,7590,39,1,3,1,1,234,39,114000,1.00E+05,200,1958
732981,5235.579,40,1,2,1.2833,1.3673,163,28.84649,22207.04,22859.85,140,1949
1400000,9333.333,43,1,2,1,1.5357,160,28.9033,17166.67,175000,150,1958
544015,6800.188,38,1,1.9556,1.2833,1.3673,85,15.16179,22207.04,22859.85,80,2006
199286,3321.433,31,1,1.9231,1.5946,1.5357,65,10.73777,17166.67,27177.04,60,1963
2000000,5128.205,38,1,2,3,2,210,26.25,17166.67,9000,390,1967
480000,6857.143,45,1,1,2.0741,1.3333,103,19.04797,62269.23,16624.89,70,1949
842389,3829.041,45,1,2,2.0741,1,161,26.50599,62269.23,120000,220,2005
502000,5020,44,2,2.2656,2.0741,1,110,14.98699,5000,1.00E+05,100,1999
1950000,7222.222,46,1,4,1.5946,1.5357,264,32.47113,17166.67,27177.04,270,1954
580000,1933.333,39,1,3,2,1.3333,176,24.00011,60000,30000,300,1975
1000000,4545.455,41,1,4.359,1,1,120,16.30656,292857.2,71570.55,220,2003
671755,6106.864,44,1,2.2656,1,1.3333,140,25.00491,62269.23,5000,110,1958
536459,4291.672,37,1,1,1,1.5357,156,34.39381,2500,2500,125,1973
955867,6827.622,43,1,2,3,1.5357,122,16.1896,9000,7600,140,1945
1472900,12274.17,45,1,1,1.2833,1.3673,108,23.22281,22207.04,22859.85,120,2001
445000,11125,35,1,1.9556,1.2833,1.3673,70,12.48618,22207.04,22859.85,40,1997
772665,5519.036,39,1,1,1.2833,1.3673,105,22.57773,20000,22859.85,140,1996
1200000,9230.77,42,2,3,1,1.3673,250,33.93373,22207.04,22500,130,1980
420000,5600,40,1,1.9556,1.2833,1.3673,82,14.62666,22207.04,22859.85,75,1985
1067500,10675,40,1,1,1.2833,1,109,25.44767,8600,22859.85,100,1948
846000,6042.857,40,2,1,2.2222,1.4091,150,22.62,30000,15000,140,2006
500000,8333.333,44,2,1.9556,1.2833,1.3673,110,16.65102,25000,22859.85,60,1946
1993529,1642.116,48,2,5,5,3,385,25.66667,62269.23,16624.89,1214,2003
695000,3861.111,42,1,1,1,1,151,37.75,292857.2,1687,180,1955
407400,2314.773,43,1,1.9231,1.5946,1,106,19.2109,17166.67,27177.04,176,2001
1800000,3964.758,48,3,2.2656,3,1.3333,221,23.02347,62269.23,2450,454,1960
1164688,5823.44,46,1,1,1,1.3673,117,26.79001,22207.04,22859.85,200,1997
500000,5000,37,1,1.9231,1,1.5357,104,19.05181,17166.67,80000,100,1971
5000000,16666.67,40,1,8,9,1,120,6.31579,292857.2,126800,300,1951
517381,5173.81,40,1,1,1.5946,1.5357,92,17.93267,17166.67,27177.04,100,1969
1252320,3339.52,36,1,2,1.5946,2,170,25.77867,17166.67,27177.04,375,1994
600000,8571.429,39,1,1.9556,1.2833,1,74,14.1251,22207.04,22859.85,70,1975
